CODE;NMAX;TIME1;TIME2;CURTIME;LOFFS;ROFFS;LTOL;RTOL;LBREAK;RBREAK;DIRECT;Max Durchmesser;Max Laenge;P2;BC;IKZ;ML;MLR;AM;KINEMATIC;PLC
120824072114;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;167.0;0;1;1;1;0;0;308196_4.CFG;%00000111
120824070551;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;172.5;0;1;1;1;0;0;308192_6.CFG;%00000111
120824142110;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;181.5;0;1;1;1;0;0;308192_6.CFG;%00000111
130824073021;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;165.8;0;1;0;0;0;0;308318_12.CFG;%00000001
120824130320;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;163.0;0;1;0;1;0;0;308318_8.CFG;%00000101
120824124936;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;170.7;0;1;1;1;0;0;308172_8.CFG;%00000111
120824154142;0;0;0;0;0;7.7;0;0;0.5;0.5;-1;35;167.6;0;1;1;1;0;0;308172_16.CFG;%00000111
120824095841;0;0;0;0;2;48.5;0;0;0.5;0.5;-1;35;132.5;0;1;1;1;0;0;306530_32.CFG;%00000111
080824143820;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;170.0;0;1;0;1;0;0;305390_32.CFG;%00000101
120824100633;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;120.0;0;0;1;0;0;0;306530_22.CFG;%00000010
120824100053;0;0;0;0;0;0;0;0;0.5;0.5;-1;80;150.0;0;0;1;0;0;0;306562_22.CFG;%00000010
120824091345;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;100.0;0;0;1;0;0;0;306530_22.CFG;%00000010
130824075348;0;0;0;0;0;0;0;0;0.5;0.5;-1;80;124;0;0;0;0;0;0;239407.CFG;%00000000
291024095453;0;0;0;0;1.5;1.35;0;0;0.5;0.5;-1;35;203.0;0;1;0;0;1;0;304974_2-6.CFG;%00001001
120824151949;0;0;0;0;1.5;1.9;0;0;0.5;0.5;-1;35;55.0;0;1;1;0;1;0;308172_6.CFG;%00001011
120824123042;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;160.0;0;1;0;1;0;0;304972_2-6.CFG;%00000101
120824100440;0;0;0;0;140.1;18.7;0;0;0.5;0.5;-1;35;150.0;0;0;1;0;0;0;306562_16.CFG;%00000010
120824121440;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;222.0;0;0;1;0;0;0;307005_25.CFG;%00000010
130824091953;0;0;0;0;0;1.2;0;0;0.5;0.5;-1;35;103.0;0;1;1;1;0;0;304450_6.CFG;%00000111
120824100824;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;181.5;0;1;1;1;0;0;308192_6.CFG;%00000111
120824153817;0;0;0;0;2;9.7;0;0;0.5;0.5;-1;35;223.5;0;1;1;0;1;0;308165_20.CFG;%00001011
130824082306;0;0;0;0;0;4.5;0;0;0.5;0.5;-1;35;179.0;0;1;1;1;0;0;307005_20.CFG;%00000111
120824122017;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;180.0;0;0;1;0;0;0;304272_20.CFG;%00000010
171224133950;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;190.0;0;0;1;1;0;0;308194_20.CFG;%00000110
120824072839;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;201.5;0;1;1;1;0;0;308192_12.CFG;%00000111
120824154003;0;0;0;0;0.5;9.5;0;0;0.5;0.5;-1;35;152.0;0;1;1;0;1;0;308172_12.CFG;%00001011
130824070411;0;0;0;0;0.75;15.5;0;0;0.5;0.5;-1;35;155.0;0;1;1;0;1;0;308172_12.CFG;%00001011
120824155415;0;0;0;0;0.75;24.5;0;0;0.5;0.5;-1;35;169.0;0;1;1;0;1;0;308172_16.CFG;%00001011
120824090149;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;190.0;0;1;1;1;0;0;308192_6.CFG;%00000111
120824080112;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;192.5;0;1;1;1;0;0;308192_10.CFG;%00000111
120824080359;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;201.0;0;1;1;1;0;0;308192_12.CFG;%00000111
120824122630;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;153.0;0;1;1;1;0;0;304976_2-6.CFG;%00000111
120824091030;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;100.0;0;1;1;1;0;0;306530_22.CFG;%00000111
120824131239;0;0;0;0;0;5.5;0;0;0.5;0.5;-1;35;135.0;0;1;1;1;0;0;304316_16.CFG;%00000111
130824080232;0;0;0;0;0;12.5;0;0;0.5;0.5;-1;35;263.0;0;1;1;1;0;0;HSK_63-32-90.CFG;%00000111
120824094741;0;0;0;0;0;14.3;0;0;0.5;0.5;-1;35;154.0;0;1;1;1;0;0;307044_M16X75.CFG;%00000111
120824085954;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;158.0;0;1;1;1;0;0;308172_6.CFG;%00000111
120824153505;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;463.0;0;1;1;1;0;0;308165_12.CFG;%00000111
120824141120;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;192.0;0;1;1;1;0;0;308192_8.CFG;%00000111
120824102845;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;198.0;0;1;1;1;0;0;308172_10.CFG;%00000111
120824124757;0;0;0;0;0;0;0;0;0.5;0.5;-1;80;410;0;0;0;0;0;0;308196_8.CFG;%00000000
